,cleanedtext,standardized
19746,who likes rock party super is coming on ,['marioparty']
19814,are getting releasing 5th october have look ,['marioparty']
19936,who likes rock party super is coming on october 5th ,['marioparty']
19981,who likes rock party super is coming on ,['marioparty']
19987,who likes rock party super is coming on october 5th ,['marioparty']
20034,new party game has just been announced no car ,['marioparty']
20109,looks amazing at ,['marioparty']
20143,who likes rock party super is coming on october 5th ,['marioparty']
20171,who likes rock party super is coming on ,['marioparty']
20206,who likes rock party super is coming on october 5th ,['marioparty']
20248,who likes rock party super is coming on ,['marioparty']
20306,who likes rock party super is coming on ,['marioparty']
20316,die party am ,['marioparty']
20317,finally current game shitty party bus feature forced it ,['marioparty']
20354,announced coming october switch ,['marioparty']
20367,who likes rock party super is coming on ,['marioparty']
20497,get party started super comes on order now pay nothing ,['marioparty']
20571,who likes rock party super is coming on ,['marioparty']
20731,who likes rock party super is coming on ,['marioparty']
20807,games are cheaper trade in ,['marioparty']
20867,who likes rock party super is coming on ,['marioparty']
20970,die party am ,['marioparty']
21036,just have is so incredibly excited ,"['marioparty', 'fireemblem']"
21077,are getting releasing 5th october have look ,['marioparty']
21146,who likes rock party super is coming on ,['marioparty']
21214,die party am ,['marioparty']
21348,are getting releasing 5th october have look ,['marioparty']
21361,die party am ,['marioparty']
21394,coming later year is looking be best on party game series ,['marioparty']
21428,super party direct ,['marioparty']
21444,die party am ,['marioparty']
21699,die party am ,['marioparty']
21702,in game ,"['pokemonletsgo', 'marioparty']"
21732,who likes rock party super is coming on ,['marioparty']
21752,yay new party game so excited ,['marioparty']
21827,who likes rock party super is coming on october 5th ,['marioparty']
21941,looks amazing at ,['marioparty']
22009,friends become enemies once more in coming october switch ,['marioparty']
22024,are getting releasing 5th october have look ,['marioparty']
22066,party is getting new iteration on switch titled super be releasing on october 5th ,['marioparty']
22140,who likes rock party super is coming on october 5th ,['marioparty']
22187,looks amazing at ,['marioparty']
22222,who likes rock party super is coming on october 5th ,['marioparty']
22294,get party started super comes on ,['marioparty']
22425,who likes rock party super is coming on ,['marioparty']
22451,get party started super comes on ,['marioparty']
22473,get party started super comes on ,['marioparty']
22527,friends become enemies once more in coming october switch ,['marioparty']
22556,get party started super comes on ,['marioparty']
22646,who likes rock party super is coming on ,['marioparty']
22690,get party started super comes on ,['marioparty']
22696,friends become enemies once more in coming october switch ,['marioparty']
22701,get party started super comes on ,['marioparty']
22742,who likes rock party super is coming on ,['marioparty']
22749,who likes rock party super is coming on ,['marioparty']
22752,who likes rock party super is coming on ,['marioparty']
22753,who likes rock party super is coming on ,['marioparty']
22754,who likes rock party super is coming on october 5th ,['marioparty']
22760,get party started super comes on ,['marioparty']
22836,in game play ,"['pokemonletsgo', 'marioparty']"
22842,who likes rock party super is coming on ,['marioparty']
22941,get party started super comes on ,['marioparty']
22944,party game desses pro switch agora on go super ,['marioparty']
22998,who likes rock party super is coming on ,['marioparty']
23023,friends become enemies once more in coming october switch ,['marioparty']
23042,get party started super comes on ,['marioparty']
23057,get party started super comes on ,['marioparty']
23126,super party switch ,['marioparty']
23132,friends become enemies once more in coming october switch ,['marioparty']
23162,who likes rock party super is coming on ,['marioparty']
23168,get party started super comes on ,['marioparty']
23172,get party started super comes on ,['marioparty']
23220,friends become enemies once more in coming october switch ,['marioparty']
23276,who likes rock party super is coming on ,['marioparty']
23388,get party started super comes on ,['marioparty']
23431,para ,['marioparty']
23459,who likes rock party super is coming on ,['marioparty']
23482,friends become enemies once more in coming october switch ,['marioparty']
23542,who likes rock party super is coming on october 5th ,['marioparty']
23559,who likes rock party super is coming on october 5th ,['marioparty']
23581,who likes rock party super is coming on october 5th ,['marioparty']
23669,get party started super comes on ,['marioparty']
23699,friends become enemies once more in coming october switch ,['marioparty']
23700,get party started super comes on ,['marioparty']
23811,die party am ,['marioparty']
24046,who likes rock party super is coming on ,['marioparty']
24057,get party started super comes on ,['marioparty']
24087,die party am ,['marioparty']
24093,get party started super comes on ,['marioparty']
24104,also getting on switch thank bout get even more messy now ,['marioparty']
24167,who likes rock party super is coming on ,['marioparty']
24188,who likes rock party super is coming on ,['marioparty']
24209,get party started super comes on ,['marioparty']
24226,all way ,['marioparty']
24254,friends become enemies once more in coming october switch ,['marioparty']
24335,get party started super comes on ,['marioparty']
24339,get party started super comes on ,['marioparty']
24411,get party started super comes on ,['marioparty']
24524,get party started super comes on ,['marioparty']
24658,super party is is party 10 or 11 now keep losing track either way excited ,['marioparty']
24764,who likes rock party super is coming on october 5th ,['marioparty']
24781,friends become enemies once more in coming october switch ,['marioparty']
24810,get party started super comes on ,['marioparty']
24865,get party started super comes on ,['marioparty']
25239,get party started super comes on ,['marioparty']
25254,who likes rock party super is coming on october 5th ,['marioparty']
25314,who likes rock party super is coming on ,['marioparty']
25358,get party started super comes on ,['marioparty']
25463,friends become enemies once more in coming october switch ,['marioparty']
25522,who likes rock party super is coming on ,['marioparty']
25586,who likes rock party super is coming on ,['marioparty']
25598,who likes rock party super is coming on ,['marioparty']
25643,who likes rock party super is coming on ,['marioparty']
25753,get party started super comes on ,['marioparty']
25825,who likes rock party super is coming on ,['marioparty']
25890,get party started super comes on ,['marioparty']
26032,get party started super comes on ,['marioparty']
26067,who likes rock party super is coming on ,['marioparty']
26151,super party is is party 10 or 11 now keep losing track either way excited ,['marioparty']
26192,get party started super comes on ,['marioparty']
26266,get party started super comes on ,['marioparty']
26425,are ready new announced at have all kinds great gear ,['marioparty']
26545,get party started super comes on ,['marioparty']
26603,get party started super comes on ,['marioparty']
26671,get party started super comes on ,['marioparty']
26768,get party started super comes on ,['marioparty']
26791,are pumped ,['marioparty']
26868,got rid car yay ,['marioparty']
26936,who likes rock party super is coming on october 5th ,['marioparty']
27013,who likes rock party super is coming on ,['marioparty']
27037,get party started super comes on ,['marioparty']
27061,die party am ,['marioparty']
27265,knew it knew it is coming october 5th switch thank ,['marioparty']
27301,who likes rock party super is coming on ,['marioparty']
27350,just announced new game it looks like old ones brother is going down ,['marioparty']
27414,get party started super comes on ,['marioparty']
27435,get party started super comes on ,['marioparty']
27568,who likes rock party super is coming on ,['marioparty']
27648,get party started super comes on ,['marioparty']
27680,get party started super comes on ,['marioparty']
27681,get party started super comes on ,['marioparty']
27738,friends become enemies once more in coming october switch ,['marioparty']
27797,get party started super comes on ,['marioparty']
27806,get party started super comes on ,['marioparty']
27898,party looks be back its best so down ,['marioparty']
27926,who likes rock party super is coming on october 5th ,['marioparty']
27942,literally all wanted maybe new ,"['marioparty', 'pokemonletsgo']"
28065,friends become enemies once more in coming october switch ,['marioparty']
28102,get party started super comes on ,['marioparty']
28188,get party started super comes on ,['marioparty']
28201,super party switch ,['marioparty']
28309,super party direct ,['marioparty']
28319,get party started super comes on ,['marioparty']
28339,get party started super comes on ,['marioparty']
28341,friends become enemies once more in coming october switch ,['marioparty']
28351,get party started super comes on ,['marioparty']
28368,die party am ,['marioparty']
28400,get party started super comes on ,['marioparty']
28405,get party started super comes on ,['marioparty']
28440,who likes rock party super is coming on ,['marioparty']
28442,get party started super comes on ,['marioparty']
28465,get party started super comes on ,['marioparty']
28509,get party started super comes on ,['marioparty']
28517,get party started super comes on ,['marioparty']
28532,get party started super comes on ,['marioparty']
28574,friends become enemies once more in coming october switch ,['marioparty']
28600,get party started super comes on ,['marioparty']
28628,get party started super comes on ,['marioparty']
28720,get party started super comes on ,['marioparty']
29196,get party started super comes on ,['marioparty']
29299,get party started super comes on ,['marioparty']
29340,get party started super comes on ,['marioparty']
29404,friends become enemies once more in coming october switch ,['marioparty']
29416,get party started super comes on ,['marioparty']
29453,get party started super comes on ,['marioparty']
29484,get party started super comes on ,['marioparty']
29637,super ,['marioparty']
29702,get party started super comes on ,['marioparty']
29843,looks amazing at ,['marioparty']
29907,friends become enemies once more in coming october switch ,['marioparty']
29938,who likes rock party super is coming on ,['marioparty']
29997,get party started super comes on ,['marioparty']
30010,get party started super comes on ,['marioparty']
30016,get party started super comes on ,['marioparty']
30156,time ruin all friendships ,"['smashbros', 'marioparty']"
30206,get party started super comes on ,['marioparty']
30208,get party started super comes on ,['marioparty']
30275,get party started super comes on ,['marioparty']
30420,get party started super comes on ,['marioparty']
30576,so hyped game it looks so amazing ,['marioparty']
30700,get party started super comes on ,['marioparty']
30704,get party started super comes on ,['marioparty']
30747,get party started super comes on ,['marioparty']
31252,friends become enemies once more in coming october switch ,['marioparty']
31379,get party started super comes on ,['marioparty']
31436,friends become enemies once more in coming october switch ,['marioparty']
31479,get party started super comes on ,['marioparty']
31672,get party started super comes on ,['marioparty']
32177,get party started super comes on ,['marioparty']
32386,get party started super comes on ,['marioparty']
32944,friends become enemies once more in coming october switch ,['marioparty']
33788,get party started super comes on ,['marioparty']
34404,get party started super comes on ,['marioparty']
34625,get party started super comes on ,['marioparty']
34641,who likes rock party super is coming on ,['marioparty']
34736,get party started super comes on ,['marioparty']
34847,super ,['marioparty']
34904,also getting on switch thank bout get even more messy now ,['marioparty']
35647,get party started super comes on ,['marioparty']
35668,get party started super comes on ,['marioparty']
35864,who likes rock party super is coming on october 5th ,['marioparty']
35981,super ,['marioparty']
36327,get party started super comes on ,['marioparty']
36350,get party started super comes on ,['marioparty']
36812,who likes rock party super is coming on ,['marioparty']
37377,get party started super comes on ,['marioparty']
37634,get party started super comes on ,['marioparty']
37683,who likes rock party super is coming on ,['marioparty']
37740,friends become enemies once more in coming october switch ,['marioparty']
37789,get party started super comes on ,['marioparty']
38327,who likes rock party super is coming on october 5th ,['marioparty']
38350,looks amazing at ,['marioparty']
38423,who likes rock party super is coming on october 5th ,['marioparty']
38665,who likes rock party super is coming on ,['marioparty']
38899,get party started super comes on ,['marioparty']
39845,get party started super comes on ,['marioparty']
40750,get party started super comes on ,['marioparty']
40766,get party started super comes on ,['marioparty']
40939,get party started super comes on ,['marioparty']
40998,get party started super comes on ,['marioparty']
41363,friends become enemies once more in coming october switch ,['marioparty']
41451,who likes rock party super is coming on ,['marioparty']
41591,who likes rock party super is coming on ,['marioparty']
41974,get party started super comes on ,['marioparty']
42020,get party started super comes on ,['marioparty']
42109,who likes rock party super is coming on october 5th ,['marioparty']
42260,cool but add online ,['marioparty']
42383,in is absolute witchcraft listen any other explanation ,['marioparty']
42389,who likes rock party super is coming on ,['marioparty']
42794,super party is coming switch on october ,['marioparty']
42818,get party started super comes on ,['marioparty']
42923,get party started super comes on ,['marioparty']
43091,are getting releasing 5th october have look ,['marioparty']
43166,super party switch ,['marioparty']
43292,get party started super comes on ,['marioparty']
43719,get party started super comes on ,['marioparty']
43757,super party switch ,['marioparty']
44527,get party started super comes on ,['marioparty']
45140,get party started super comes on ,['marioparty']
45755,who likes rock party super is coming on ,['marioparty']
46390,who likes rock party super is coming on october 5th ,['marioparty']
47009,get party started super comes on ,['marioparty']
47053,get party started super comes on ,['marioparty']
47349,friends become enemies once more in coming october switch ,['marioparty']
47545,get party started super comes on ,['marioparty']
47757,in is absolute witchcraft listen any other explanation ,['marioparty']
48089,get party started super comes on ,['marioparty']
48378,get party started super comes on ,['marioparty']
48862,die party am ,['marioparty']
48977,holy santa clause shit is coming switch dude killed it ,['marioparty']
49151,who likes rock party super is coming on ,['marioparty']
49309,who likes rock party super is coming on ,['marioparty']
49396,die party am ,['marioparty']
49844,oh were due screens put together ,['marioparty']
49920,die party am ,['marioparty']
50099,get party started super comes on ,['marioparty']
50362,who likes rock party super is coming on october 5th ,['marioparty']
50482,who likes rock party super is coming on ,['marioparty']
50541,get party started super comes on ,['marioparty']
50740,who likes rock party super is coming on october 5th ,['marioparty']
50747,friends become enemies once more in coming october switch ,['marioparty']
51036,comes out october check out trailer here ,['marioparty']
51072,get party started super comes on ,['marioparty']
51542,go has been announced at year have all costume needs ,['marioparty']
51804,series is coming bringing new characters ,"['marioparty', 'marioparty']"
51942,get party started super comes on ,['marioparty']
52039,who likes rock party super is coming on october 5th ,['marioparty']
52234,who likes rock party super is coming on october 5th ,['marioparty']
52327,who likes rock party super is coming on ,['marioparty']
52922,get party started super comes on ,['marioparty']
53814,in is absolute witchcraft listen any other explanation ,['marioparty']
53853,die party am ,['marioparty']
54299,get party started super comes on ,['marioparty']
54781,get party started super comes on ,['marioparty']
55088,friends become enemies once more in coming october switch ,['marioparty']
55438,get party started super comes on ,['marioparty']
55451,get party started super comes on ,['marioparty']
55943,die ,['marioparty']
56334,who likes rock party super is coming on october 5th ,['marioparty']
56696,get party started super comes on ,['marioparty']
57057,did heard is coming year ,"['marioparty', 'marioparty']"
57062,who likes rock party super is coming on ,['marioparty']
57180,who likes rock party super is coming on ,['marioparty']
57750,looks amazing at ,['marioparty']
60206,who likes rock party super is coming on october 5th ,['marioparty']
61306,get party started super comes on ,['marioparty']
61875,who likes rock party super is coming on ,['marioparty']
62175,who likes rock party super is coming on ,['marioparty']
62412,super ,['marioparty']
62795,who likes rock party super is coming on october 5th ,['marioparty']
63543,who likes rock party super is coming on ,['marioparty']
63722,looks good all new features are ridiculous ,"['smashbros', 'marioparty']"
64351,is toad in happy see pom pom need toad ,['marioparty']
64806,who likes rock party super is coming on october 5th ,['marioparty']
65280,who likes rock party super is coming on ,['marioparty']
66167,encore ,"['smashbros', 'marioparty']"
66336,who likes rock party super is coming on october 5th ,['marioparty']
66564,die party am ,['marioparty']
70533,man als ,['marioparty']
71914,get party started super comes on ,['marioparty']
72301,who likes rock party super is coming on october 5th ,['marioparty']
72879,who likes rock party super is coming on ,['marioparty']
74233,get party started super comes on ,['marioparty']
74448,get party started super comes on ,['marioparty']
75850,looks amazing at ,['marioparty']
77055,who likes rock party super is coming on october 5th ,['marioparty']
77419,who likes rock party super is coming on october 5th ,['marioparty']
77834,who likes rock party super is coming on october 5th ,['marioparty']
77997,get party started super comes on ,['marioparty']
78399,who likes rock party super is coming on ,['marioparty']
78839,die party am ,['marioparty']
79002,who likes rock party super is coming on ,['marioparty']
79161,who likes rock party super is coming on ,['marioparty']
79207,get party started super comes on ,['marioparty']
79424,get party started super comes on ,['marioparty']
79619,new brings us back old format ,['marioparty']
79766,who likes rock party super is coming on october 5th ,['marioparty']
79781,get party started super comes on ,['marioparty']
80079,who likes rock party super is coming on ,['marioparty']
80183,who likes rock party super is coming on october 5th ,['marioparty']
80448,get party started super comes on ,['marioparty']
80475,who likes rock party super is coming on ,['marioparty']
80592,friends become enemies once more in coming october switch ,['marioparty']
80722,get party started super comes on ,['marioparty']
80819,get party started super comes on ,['marioparty']
81263,who likes rock party super is coming on ,['marioparty']
81765,who likes rock party super is coming on october 5th ,['marioparty']
81800,get party started super comes on ,['marioparty']
81808,get party started super comes on ,['marioparty']
82161,super party para switch ,['marioparty']
82927,get party started super comes on ,['marioparty']
83459,who likes rock party super is coming on ,['marioparty']
83583,super ,['marioparty']
83676,who likes rock party super is coming on october 5th ,['marioparty']
83842,who likes rock party super is coming on ,['marioparty']
84149,die party am ,['marioparty']
84162,short thoughts looks fucking insane looks fun as well as fan ,"['smashbros', 'marioparty']"
84273,who likes rock party super is coming on ,['marioparty']
85072,who likes rock party super is coming on ,['marioparty']
85355,are getting releasing 5th october have look ,['marioparty']
85699,get party started super comes on ,['marioparty']
85966,in is absolute witchcraft listen any other explanation ,['marioparty']
86086,super party official game trailer ,['marioparty']
86134,who likes rock party super is coming on october 5th ,['marioparty']
86151,get party started super comes on ,['marioparty']
86265,who likes rock party super is coming on october 5th ,['marioparty']
86709,guys killed it me ,"['fireemblem', 'smashbros', 'marioparty']"
87218,looks amazing at ,['marioparty']
87788,who likes rock party super is coming on ,['marioparty']
88198,super party official game trailer ,['marioparty']
88225,who likes rock party super is coming on ,['marioparty']
88389,who likes rock party super is coming on ,['marioparty']
88413,who likes rock party super is coming on ,['marioparty']
88784,get party started super comes on ,['marioparty']
89312,grade excited but too much time on ,"['smashbros', 'marioparty']"
90042,super ,['marioparty']
90161,who likes rock party super is coming on ,['marioparty']
90273,get party started super comes on ,['marioparty']
90370,who likes rock party super is coming on ,['marioparty']
90422,who likes rock party super is coming on october 5th ,['marioparty']
90863,who likes rock party super is coming on ,['marioparty']
91049,who likes rock party super is coming on ,['marioparty']
91159,oh freaking god super party switch party is on switch ,"['marioparty', 'marioparty']"
91184,get party started super comes on ,['marioparty']
91405,who likes rock party super is coming on ,['marioparty']
91823,get party started super comes on ,['marioparty']
92142,oh wow did come party about be lit again ,['marioparty']
92244,was definitely surprise actually has me lack ,"['marioparty', 'smashbros']"
92312,buzzing super party ,['marioparty']
92603,get party started super comes on ,['marioparty']
92706,who likes rock party super is coming on ,['marioparty']
92878,oh freaking god super party switch party is on switch ,"['marioparty', 'marioparty']"
93266,who likes rock party super is coming on october 5th ,['marioparty']
93280,love concept new game switch looking forward destroying friendships again ,['marioparty']
93308,get party started super comes on ,['marioparty']
93571,get party started super comes on ,['marioparty']
93694,who likes rock party super is coming on ,['marioparty']
93758,who likes rock party super is coming on october 5th ,['marioparty']
93765,who likes rock party super is coming on ,['marioparty']
93837,die party am ,['marioparty']
94167,wrap ,"['marioparty', 'smashbros', 'fireemblem']"
94229,who likes rock party super is coming on ,['marioparty']
94650,who likes rock party super is coming on october 5th ,['marioparty']
94746,super excited not stuck riding in car other players in thank ,['marioparty']
95038,budget in is so screw ,"['smashbros', 'marioparty']"
96158,die party am ,['marioparty']
96187,wrap ,"['marioparty', 'smashbros', 'fireemblem']"
96465,get party started super comes on ,['marioparty']
96488,get party started super comes on ,['marioparty']
96490,in game play ,"['pokemonletsgo', 'marioparty']"
96781,was wonderful wait ,"['smashbros', 'marioparty']"
96798,die party am ,['marioparty']
96848,are officially back on at hq ,"['marioparty', 'marioparty']"
96902,who likes rock party super is coming on ,['marioparty']
97545,die party am ,['marioparty']
97547,who likes rock party super is coming on october 5th ,['marioparty']
97609,who likes rock party super is coming on ,['marioparty']
97851,get party started super comes on ,['marioparty']
97980,bunch ,"['smashbros', 'marioparty']"
98071,get party started super comes on ,['marioparty']
98118,who likes rock party super is coming on ,['marioparty']
98134,who likes rock party super is coming on ,['marioparty']
98185,die party am ,['marioparty']
98423,bunch ,"['smashbros', 'marioparty']"
98479,get party started super comes on ,['marioparty']
98927,who likes rock party super is coming on ,['marioparty']
98936,who likes rock party super is coming on ,['marioparty']
99351,smashing ,"['smashbros', 'fireemblem', 'pokemonletsgo', 'marioparty']"
100307,who likes rock party super is coming on october 5th ,['marioparty']
100992,who likes rock party super is coming on october 5th ,['marioparty']
101633,excited ,"['smashbros', 'fireemblem', 'marioparty', 'pokemonletsgo']"
101961,who likes rock party super is coming on october 5th ,['marioparty']
102556,para ,['marioparty']
102741,who likes rock party super is coming on october 5th ,['marioparty']
102930,get party started super comes on ,['marioparty']
102971,who likes rock party super is coming on ,['marioparty']
102996,looks amazing at ,['marioparty']
103058,get party started super comes on ,['marioparty']
103130,who likes rock party super is coming on october 5th ,['marioparty']
103167,who likes rock party super is coming on october 5th ,['marioparty']
103233,die party am ,['marioparty']
103284,friends become enemies once more in coming october switch ,['marioparty']
103337,who likes rock party super is coming on ,['marioparty']
103758,get party started super comes on ,['marioparty']
103969,who likes rock party super is coming on ,['marioparty']
104156,who likes rock party super is coming on ,['marioparty']
104251,playable ,['marioparty']
104395,get party started super comes on ,['marioparty']
104469,looks amazing at ,['marioparty']
